rgb_paths,class,fold
/home/data/imagenet2/train/n01484850/n01484850_29376.JPEG,n01484850,3.0
/home/data/imagenet2/train/n01484850/n01484850_8303.JPEG,n01484850,2.0
/home/data/imagenet2/train/n01484850/n01484850_33700.JPEG,n01484850,3.0
/home/data/imagenet2/train/n01484850/n01484850_23238.JPEG,n01484850,2.0
/home/data/imagenet2/train/n01484850/n01484850_13495.JPEG,n01484850,4.0
/home/data/imagenet2/train/n01484850/n01484850_17394.JPEG,n01484850,1.0
/home/data/imagenet2/train/n01484850/n01484850_15116.JPEG,n01484850,2.0
/home/data/imagenet2/train/n01484850/n01484850_2935.JPEG,n01484850,2.0
/home/data/imagenet2/train/n01484850/n01484850_7580.JPEG,n01484850,4.0
/home/data/imagenet2/train/n01484850/n01484850_23635.JPEG,n01484850,1.0
/home/data/imagenet2/train/n01484850/n01484850_782.JPEG,n01484850,1.0
/home/data/imagenet2/train/n01484850/n01484850_2133.JPEG,n01484850,4.0
/home/data/imagenet2/train/n01491361/n01491361_5669.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_8587.JPEG,n01491361,0.0
/home/data/imagenet2/train/n01491361/n01491361_9270.JPEG,n01491361,0.0
/home/data/imagenet2/train/n01491361/n01491361_2182.JPEG,n01491361,3.0
/home/data/imagenet2/train/n01491361/n01491361_13843.JPEG,n01491361,2.0
/home/data/imagenet2/train/n01491361/n01491361_10617.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_839.JPEG,n01491361,0.0
/home/data/imagenet2/train/n01491361/n01491361_5484.JPEG,n01491361,4.0
/home/data/imagenet2/train/n01491361/n01491361_7632.JPEG,n01491361,2.0
/home/data/imagenet2/train/n01491361/n01491361_10067.JPEG,n01491361,0.0
/home/data/imagenet2/train/n01491361/n01491361_5886.JPEG,n01491361,2.0
/home/data/imagenet2/train/n01491361/n01491361_4219.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_5420.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_3362.JPEG,n01491361,0.0
/home/data/imagenet2/train/n01491361/n01491361_5441.JPEG,n01491361,3.0
/home/data/imagenet2/train/n01491361/n01491361_6776.JPEG,n01491361,4.0
/home/data/imagenet2/train/n01491361/n01491361_615.JPEG,n01491361,2.0
/home/data/imagenet2/train/n01491361/n01491361_1836.JPEG,n01491361,2.0
/home/data/imagenet2/train/n01491361/n01491361_7316.JPEG,n01491361,3.0
/home/data/imagenet2/train/n01491361/n01491361_1040.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_6312.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_4085.JPEG,n01491361,2.0
/home/data/imagenet2/train/n01491361/n01491361_6746.JPEG,n01491361,4.0
/home/data/imagenet2/train/n01491361/n01491361_487.JPEG,n01491361,2.0
/home/data/imagenet2/train/n01491361/n01491361_240.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_2424.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_234.JPEG,n01491361,1.0
/home/data/imagenet2/train/n01491361/n01491361_4268.JPEG,n01491361,4.0
/home/data/imagenet2/train/n01491361/n01491361_8040.JPEG,n01491361,3.0
/home/data/imagenet2/train/n01491361/n01491361_6258.JPEG,n01491361,0.0
/home/data/imagenet2/train/n01494475/n01494475_7329.JPEG,n01494475,3.0
/home/data/imagenet2/train/n01494475/n01494475_8212.JPEG,n01494475,0.0
/home/data/imagenet2/train/n01494475/n01494475_7152.JPEG,n01494475,3.0
/home/data/imagenet2/train/n01494475/n01494475_4464.JPEG,n01494475,1.0
/home/data/imagenet2/train/n01494475/n01494475_2433.JPEG,n01494475,1.0
/home/data/imagenet2/train/n01494475/n01494475_163.JPEG,n01494475,4.0
/home/data/imagenet2/train/n01494475/n01494475_6270.JPEG,n01494475,4.0
/home/data/imagenet2/train/n01494475/n01494475_16953.JPEG,n01494475,0.0
/home/data/imagenet2/train/n01494475/n01494475_2281.JPEG,n01494475,1.0
/home/data/imagenet2/train/n01494475/n01494475_6625.JPEG,n01494475,1.0
/home/data/imagenet2/train/n01494475/n01494475_2866.JPEG,n01494475,2.0
/home/data/imagenet2/train/n01494475/n01494475_11495.JPEG,n01494475,2.0
/home/data/imagenet2/train/n01494475/n01494475_6207.JPEG,n01494475,3.0
/home/data/imagenet2/train/n01494475/n01494475_3467.JPEG,n01494475,0.0
/home/data/imagenet2/train/n01494475/n01494475_12598.JPEG,n01494475,0.0
/home/data/imagenet2/train/n01494475/n01494475_5069.JPEG,n01494475,2.0
/home/data/imagenet2/train/n01494475/n01494475_23734.JPEG,n01494475,4.0
/home/data/imagenet2/train/n01494475/n01494475_2489.JPEG,n01494475,1.0
/home/data/imagenet2/train/n01494475/n01494475_7797.JPEG,n01494475,4.0
/home/data/imagenet2/train/n01494475/n01494475_834.JPEG,n01494475,0.0
/home/data/imagenet2/train/n01494475/n01494475_1370.JPEG,n01494475,1.0
/home/data/imagenet2/train/n01494475/n01494475_8849.JPEG,n01494475,4.0
/home/data/imagenet2/train/n01494475/n01494475_3868.JPEG,n01494475,1.0
/home/data/imagenet2/train/n01494475/n01494475_14579.JPEG,n01494475,3.0
/home/data/imagenet2/train/n01494475/n01494475_25544.JPEG,n01494475,0.0
/home/data/imagenet2/train/n01494475/n01494475_536.JPEG,n01494475,4.0
/home/data/imagenet2/train/n01494475/n01494475_12135.JPEG,n01494475,0.0
/home/data/imagenet2/train/n01494475/n01494475_1181.JPEG,n01494475,0.0
/home/data/imagenet2/train/n01494475/n01494475_179.JPEG,n01494475,4.0
/home/data/imagenet2/train/n01494475/n01494475_7300.JPEG,n01494475,2.0
/home/data/imagenet2/train/n01496331/n01496331_11655.JPEG,n01496331,0.0
/home/data/imagenet2/train/n01496331/n01496331_4190.JPEG,n01496331,3.0
/home/data/imagenet2/train/n01496331/n01496331_15182.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_34651.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_12025.JPEG,n01496331,3.0
/home/data/imagenet2/train/n01496331/n01496331_27984.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_17864.JPEG,n01496331,3.0
/home/data/imagenet2/train/n01496331/n01496331_28868.JPEG,n01496331,2.0
/home/data/imagenet2/train/n01496331/n01496331_783.JPEG,n01496331,2.0
/home/data/imagenet2/train/n01496331/n01496331_26279.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_49.JPEG,n01496331,2.0
/home/data/imagenet2/train/n01496331/n01496331_32172.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_15872.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_19886.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_17373.JPEG,n01496331,2.0
/home/data/imagenet2/train/n01496331/n01496331_18747.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_5866.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_29308.JPEG,n01496331,0.0
/home/data/imagenet2/train/n01496331/n01496331_1532.JPEG,n01496331,0.0
/home/data/imagenet2/train/n01496331/n01496331_3217.JPEG,n01496331,1.0
/home/data/imagenet2/train/n01496331/n01496331_24377.JPEG,n01496331,1.0
/home/data/imagenet2/train/n01496331/n01496331_13085.JPEG,n01496331,2.0
/home/data/imagenet2/train/n01496331/n01496331_1120.JPEG,n01496331,3.0
/home/data/imagenet2/train/n01496331/n01496331_3487.JPEG,n01496331,0.0
/home/data/imagenet2/train/n01496331/n01496331_14128.JPEG,n01496331,4.0
/home/data/imagenet2/train/n01496331/n01496331_13582.JPEG,n01496331,1.0
/home/data/imagenet2/train/n01496331/n01496331_13107.JPEG,n01496331,2.0
/home/data/imagenet2/train/n01496331/n01496331_6068.JPEG,n01496331,1.0
/home/data/imagenet2/train/n01496331/n01496331_8686.JPEG,n01496331,3.0
/home/data/imagenet2/train/n01496331/n01496331_21236.JPEG,n01496331,3.0
/home/data/imagenet2/train/n01498041/n01498041_13688.JPEG,n01498041,0.0
/home/data/imagenet2/train/n01498041/n01498041_1359.JPEG,n01498041,2.0
/home/data/imagenet2/train/n01498041/n01498041_726.JPEG,n01498041,2.0
/home/data/imagenet2/train/n01498041/n01498041_10566.JPEG,n01498041,2.0
/home/data/imagenet2/train/n01498041/n01498041_8950.JPEG,n01498041,2.0
/home/data/imagenet2/train/n01498041/n01498041_1.JPEG,n01498041,1.0
/home/data/imagenet2/train/n01498041/n01498041_3849.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_9814.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_10202.JPEG,n01498041,0.0
/home/data/imagenet2/train/n01498041/n01498041_5947.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_1652.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_9766.JPEG,n01498041,3.0
/home/data/imagenet2/train/n01498041/n01498041_2551.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_1831.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_1106.JPEG,n01498041,0.0
/home/data/imagenet2/train/n01498041/n01498041_312.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_9965.JPEG,n01498041,0.0
/home/data/imagenet2/train/n01498041/n01498041_11072.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_2666.JPEG,n01498041,3.0
/home/data/imagenet2/train/n01498041/n01498041_4814.JPEG,n01498041,0.0
/home/data/imagenet2/train/n01498041/n01498041_9768.JPEG,n01498041,1.0
/home/data/imagenet2/train/n01498041/n01498041_12309.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_9094.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_9572.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_387.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_6907.JPEG,n01498041,1.0
/home/data/imagenet2/train/n01498041/n01498041_2436.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_8449.JPEG,n01498041,4.0
/home/data/imagenet2/train/n01498041/n01498041_12493.JPEG,n01498041,0.0
/home/data/imagenet2/train/n01498041/n01498041_13293.JPEG,n01498041,3.0
/home/data/imagenet2/train/n01514668/n01514668_15124.JPEG,n01514668,0.0
/home/data/imagenet2/train/n01514668/n01514668_24305.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_11531.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_17309.JPEG,n01514668,4.0
/home/data/imagenet2/train/n01514668/n01514668_4654.JPEG,n01514668,2.0
/home/data/imagenet2/train/n01514668/n01514668_15174.JPEG,n01514668,4.0
/home/data/imagenet2/train/n01514668/n01514668_8514.JPEG,n01514668,0.0
/home/data/imagenet2/train/n01514668/n01514668_21420.JPEG,n01514668,0.0
/home/data/imagenet2/train/n01514668/n01514668_20649.JPEG,n01514668,1.0
/home/data/imagenet2/train/n01514668/n01514668_42896.JPEG,n01514668,2.0
/home/data/imagenet2/train/n01514668/n01514668_22903.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_7151.JPEG,n01514668,0.0
/home/data/imagenet2/train/n01514668/n01514668_25611.JPEG,n01514668,1.0
/home/data/imagenet2/train/n01514668/n01514668_14397.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_6634.JPEG,n01514668,1.0
/home/data/imagenet2/train/n01514668/n01514668_13958.JPEG,n01514668,1.0
/home/data/imagenet2/train/n01514668/n01514668_21534.JPEG,n01514668,4.0
/home/data/imagenet2/train/n01514668/n01514668_16788.JPEG,n01514668,1.0
/home/data/imagenet2/train/n01514668/n01514668_16697.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_14162.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_38840.JPEG,n01514668,0.0
/home/data/imagenet2/train/n01514668/n01514668_2181.JPEG,n01514668,0.0
/home/data/imagenet2/train/n01514668/n01514668_19223.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_27955.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_17601.JPEG,n01514668,4.0
/home/data/imagenet2/train/n01514668/n01514668_4150.JPEG,n01514668,4.0
/home/data/imagenet2/train/n01514668/n01514668_9789.JPEG,n01514668,4.0
/home/data/imagenet2/train/n01514668/n01514668_15958.JPEG,n01514668,3.0
/home/data/imagenet2/train/n01514668/n01514668_22936.JPEG,n01514668,4.0
/home/data/imagenet2/train/n01514668/n01514668_16703.JPEG,n01514668,1.0
/home/data/imagenet2/train/n01514859/n01514859_16247.JPEG,n01514859,3.0
/home/data/imagenet2/train/n01514859/n01514859_5506.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_24867.JPEG,n01514859,1.0
/home/data/imagenet2/train/n01514859/n01514859_12367.JPEG,n01514859,0.0
/home/data/imagenet2/train/n01514859/n01514859_5921.JPEG,n01514859,3.0
/home/data/imagenet2/train/n01514859/n01514859_8596.JPEG,n01514859,1.0
/home/data/imagenet2/train/n01514859/n01514859_20248.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_5447.JPEG,n01514859,0.0
/home/data/imagenet2/train/n01514859/n01514859_10320.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_10212.JPEG,n01514859,3.0
/home/data/imagenet2/train/n01514859/n01514859_22936.JPEG,n01514859,0.0
/home/data/imagenet2/train/n01514859/n01514859_15491.JPEG,n01514859,1.0
/home/data/imagenet2/train/n01514859/n01514859_3888.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_10786.JPEG,n01514859,3.0
/home/data/imagenet2/train/n01514859/n01514859_12549.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_13249.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_11835.JPEG,n01514859,3.0
/home/data/imagenet2/train/n01514859/n01514859_5240.JPEG,n01514859,1.0
/home/data/imagenet2/train/n01514859/n01514859_6021.JPEG,n01514859,4.0
/home/data/imagenet2/train/n01514859/n01514859_4676.JPEG,n01514859,0.0
/home/data/imagenet2/train/n01514859/n01514859_22718.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_4885.JPEG,n01514859,0.0
/home/data/imagenet2/train/n01514859/n01514859_2910.JPEG,n01514859,3.0
/home/data/imagenet2/train/n01514859/n01514859_6765.JPEG,n01514859,0.0
/home/data/imagenet2/train/n01514859/n01514859_4291.JPEG,n01514859,1.0
/home/data/imagenet2/train/n01514859/n01514859_909.JPEG,n01514859,1.0
/home/data/imagenet2/train/n01514859/n01514859_3903.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_12681.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_11014.JPEG,n01514859,2.0
/home/data/imagenet2/train/n01514859/n01514859_6740.JPEG,n01514859,4.0
/home/data/imagenet2/train/n01518878/n01518878_41800.JPEG,n01518878,3.0
/home/data/imagenet2/train/n01518878/n01518878_5868.JPEG,n01518878,4.0
/home/data/imagenet2/train/n01518878/n01518878_4298.JPEG,n01518878,3.0
/home/data/imagenet2/train/n01518878/n01518878_3552.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_156.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_8639.JPEG,n01518878,2.0
/home/data/imagenet2/train/n01518878/n01518878_35883.JPEG,n01518878,4.0
/home/data/imagenet2/train/n01518878/n01518878_4137.JPEG,n01518878,3.0
/home/data/imagenet2/train/n01518878/n01518878_35601.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_1914.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_28982.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_3030.JPEG,n01518878,4.0
/home/data/imagenet2/train/n01518878/n01518878_32257.JPEG,n01518878,4.0
/home/data/imagenet2/train/n01518878/n01518878_23168.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_26257.JPEG,n01518878,2.0
/home/data/imagenet2/train/n01518878/n01518878_10295.JPEG,n01518878,1.0
/home/data/imagenet2/train/n01518878/n01518878_2433.JPEG,n01518878,1.0
/home/data/imagenet2/train/n01518878/n01518878_3881.JPEG,n01518878,3.0
/home/data/imagenet2/train/n01518878/n01518878_28368.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_14310.JPEG,n01518878,2.0
/home/data/imagenet2/train/n01518878/n01518878_9805.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_1278.JPEG,n01518878,0.0
/home/data/imagenet2/train/n01518878/n01518878_843.JPEG,n01518878,2.0
/home/data/imagenet2/train/n01518878/n01518878_1324.JPEG,n01518878,1.0
/home/data/imagenet2/train/n01518878/n01518878_5958.JPEG,n01518878,4.0
/home/data/imagenet2/train/n01518878/n01518878_6343.JPEG,n01518878,1.0
/home/data/imagenet2/train/n01518878/n01518878_5105.JPEG,n01518878,3.0
/home/data/imagenet2/train/n01518878/n01518878_4363.JPEG,n01518878,3.0
/home/data/imagenet2/train/n01518878/n01518878_32633.JPEG,n01518878,3.0
/home/data/imagenet2/train/n01518878/n01518878_868.JPEG,n01518878,2.0
/home/data/imagenet2/train/n01530575/n01530575_4260.JPEG,n01530575,1.0
/home/data/imagenet2/train/n01530575/n01530575_3248.JPEG,n01530575,4.0
/home/data/imagenet2/train/n01530575/n01530575_22137.JPEG,n01530575,4.0
/home/data/imagenet2/train/n01530575/n01530575_16307.JPEG,n01530575,2.0
/home/data/imagenet2/train/n01530575/n01530575_10229.JPEG,n01530575,2.0
/home/data/imagenet2/train/n01530575/n01530575_4115.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01530575/n01530575_2631.JPEG,n01530575,2.0
/home/data/imagenet2/train/n01530575/n01530575_8360.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01530575/n01530575_188.JPEG,n01530575,1.0
/home/data/imagenet2/train/n01530575/n01530575_34622.JPEG,n01530575,2.0
/home/data/imagenet2/train/n01530575/n01530575_10017.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01530575/n01530575_10284.JPEG,n01530575,1.0
/home/data/imagenet2/train/n01530575/n01530575_1217.JPEG,n01530575,0.0
/home/data/imagenet2/train/n01530575/n01530575_10616.JPEG,n01530575,1.0
/home/data/imagenet2/train/n01530575/n01530575_8837.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01530575/n01530575_8625.JPEG,n01530575,0.0
/home/data/imagenet2/train/n01530575/n01530575_10683.JPEG,n01530575,0.0
/home/data/imagenet2/train/n01530575/n01530575_9540.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01530575/n01530575_4947.JPEG,n01530575,2.0
/home/data/imagenet2/train/n01530575/n01530575_10714.JPEG,n01530575,2.0
/home/data/imagenet2/train/n01530575/n01530575_10029.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01530575/n01530575_8436.JPEG,n01530575,0.0
/home/data/imagenet2/train/n01530575/n01530575_3083.JPEG,n01530575,1.0
/home/data/imagenet2/train/n01530575/n01530575_3738.JPEG,n01530575,0.0
/home/data/imagenet2/train/n01530575/n01530575_8211.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01530575/n01530575_32398.JPEG,n01530575,2.0
/home/data/imagenet2/train/n01530575/n01530575_34173.JPEG,n01530575,0.0
/home/data/imagenet2/train/n01530575/n01530575_10275.JPEG,n01530575,1.0
/home/data/imagenet2/train/n01530575/n01530575_1008.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01530575/n01530575_734.JPEG,n01530575,3.0
/home/data/imagenet2/train/n01531178/n01531178_18509.JPEG,n01531178,0.0
/home/data/imagenet2/train/n01531178/n01531178_15986.JPEG,n01531178,3.0
/home/data/imagenet2/train/n01531178/n01531178_6919.JPEG,n01531178,2.0
/home/data/imagenet2/train/n01531178/n01531178_3663.JPEG,n01531178,2.0
/home/data/imagenet2/train/n01531178/n01531178_23340.JPEG,n01531178,0.0
/home/data/imagenet2/train/n01531178/n01531178_10565.JPEG,n01531178,1.0
/home/data/imagenet2/train/n01531178/n01531178_4337.JPEG,n01531178,4.0
/home/data/imagenet2/train/n01531178/n01531178_12790.JPEG,n01531178,2.0
/home/data/imagenet2/train/n01531178/n01531178_16200.JPEG,n01531178,4.0
/home/data/imagenet2/train/n01531178/n01531178_22528.JPEG,n01531178,1.0
/home/data/imagenet2/train/n01531178/n01531178_24718.JPEG,n01531178,4.0
/home/data/imagenet2/train/n01531178/n01531178_8982.JPEG,n01531178,0.0
/home/data/imagenet2/train/n01531178/n01531178_22770.JPEG,n01531178,4.0
/home/data/imagenet2/train/n01531178/n01531178_13889.JPEG,n01531178,2.0
/home/data/imagenet2/train/n01531178/n01531178_22939.JPEG,n01531178,0.0
/home/data/imagenet2/train/n01531178/n01531178_18062.JPEG,n01531178,0.0
/home/data/imagenet2/train/n01531178/n01531178_8425.JPEG,n01531178,0.0
/home/data/imagenet2/train/n01531178/n01531178_22910.JPEG,n01531178,2.0
/home/data/imagenet2/train/n01531178/n01531178_5869.JPEG,n01531178,1.0
/home/data/imagenet2/train/n01531178/n01531178_26340.JPEG,n01531178,1.0
