rgb_paths,class,fold
/home/data/imagenet/train/n02445715/n02445715_10261.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_1905.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_34071.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_19883.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_25738.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_14124.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_8761.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_2787.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_9505.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_1973.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_3507.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_9911.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_3339.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_686.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_6348.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_32011.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_15379.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_5743.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_6805.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_1683.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_5494.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_31015.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_14903.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_17514.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_3173.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_34694.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_6197.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_11431.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_2381.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_16291.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_12806.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_15893.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_16340.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_12495.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_13369.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_13071.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_17466.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_1110.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_4170.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_10064.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_19963.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_1721.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_39637.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_10974.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_14253.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_8759.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_14102.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_6409.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_17332.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_3770.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_15366.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_6637.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_15077.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_11056.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_668.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_7411.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_12259.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_12963.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_14209.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_22978.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_12228.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_38981.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_16011.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_12885.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_5206.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_28814.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_14543.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_9044.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_537.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_815.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_4028.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_14321.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_13923.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_10773.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_3839.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_25998.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_13929.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_6134.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_15992.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_14219.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_2921.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_13406.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_7341.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_6850.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_31248.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_15754.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_37864.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_8770.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_4244.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_22723.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_35827.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_2439.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_12846.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_1689.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_15156.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_4886.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_3149.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_7060.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_2486.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_8520.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_31953.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_12950.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_17849.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_1159.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_13199.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_28314.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_15405.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_15805.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_16514.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_10134.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_3853.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_20881.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_40740.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_6634.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_32061.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_40960.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_17011.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_13841.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_17008.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_16373.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_2840.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_21155.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_39563.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_11055.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_9051.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_5600.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_10558.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_26185.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_11602.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_6410.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_35290.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_12976.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_15097.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_861.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_9402.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_18020.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_691.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_10862.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_18024.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_1122.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_29734.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_12200.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_11478.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_31711.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_29146.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_7038.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_10068.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_3474.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_16057.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_19796.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_1402.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_12448.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_14017.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_4468.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_11166.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_33651.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_12096.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_13920.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_13835.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_20165.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_5632.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_9952.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_31904.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_4984.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_2617.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_8723.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_2700.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_13676.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_10192.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_2735.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_9027.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_25188.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_12152.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_15125.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_9571.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_4521.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_14057.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_9608.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_7309.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_8386.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_13503.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_7497.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_12256.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_5967.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_1885.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_13472.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_7827.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_19892.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_6649.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_17090.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_15373.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_7347.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_15446.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_13498.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_15137.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_16575.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_17813.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_16350.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_20644.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_546.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_14292.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_27546.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_7824.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_8200.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_8238.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_4037.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_16558.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_9437.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_1522.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_2312.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_13953.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_13278.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_11896.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_15376.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_17252.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_4748.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_144.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_5551.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_26777.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_9372.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_5202.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_2462.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_10459.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_31309.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_10803.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_31410.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_9823.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_6629.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_5840.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_13089.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_11720.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_8391.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_13394.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_1395.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_8387.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_12787.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_13969.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_31375.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_11020.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_15094.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_16679.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_9167.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_15728.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_12246.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_2727.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_2043.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_9008.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_5203.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_9877.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_11204.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_10040.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_10226.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_8932.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_824.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_1078.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_6871.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_25847.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_40605.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_1881.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_16090.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_14023.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_33416.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_2259.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_1220.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_8685.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_6576.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_2673.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_15133.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_8636.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_9849.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_34730.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_15800.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_25341.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_12930.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_6101.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_12622.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_11438.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_1090.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_4013.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_8562.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_29823.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_10248.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_5515.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_17142.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_23919.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_14689.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_58959.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_70.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_10805.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_1126.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_13233.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_15961.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_160.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_28222.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_26406.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_8537.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_13744.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_3207.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_2.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_11435.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_40723.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_75.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_29985.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_18056.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_5396.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_35951.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_13879.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_12067.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_38382.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_25171.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_31357.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_12321.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_14562.JPEG,n02445715,3.0
/home/data/imagenet/train/n02445715/n02445715_6472.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_3847.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_12519.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_10266.JPEG,n02445715,4.0
/home/data/imagenet/train/n02445715/n02445715_8443.JPEG,n02445715,0.0
/home/data/imagenet/train/n02445715/n02445715_13234.JPEG,n02445715,2.0
/home/data/imagenet/train/n02445715/n02445715_34744.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_12615.JPEG,n02445715,1.0
/home/data/imagenet/train/n02445715/n02445715_6257.JPEG,n02445715,0.0
